id_cliente,nombre,pais
1242,Isaías del Franco,El Salvador
1243,Pilar Expósito Echevarría,El Salvador
1244,Inés Mosquera Cases,El Salvador
1245,Darío Vazquez Cobos,El Salvador
1246,Lupe Arce Morera,El Salvador
1247,Santos Bejarano Palomino,El Salvador
1248,Eusebio Villanueva Gilabert,El Salvador
1249,Eva Hoz-Valderrama,El Salvador
1250,Venceslás Escobar Ramos,El Salvador
1251,Wálter Torre,Guatemala
1252,América Gascón Cerdán,Guatemala
1253,Zaida del Palomares,Guatemala
1254,Aránzazu Badía,Guatemala
1255,Leire Quintana Ibarra,Guatemala
1256,Valero Bárcena Garzón,Guatemala
1257,Celestino Barroso Castell,Guatemala
1258,Ceferino Lledó Solano,Guatemala
1259,José Manuel Marti Madrid,Guatemala
1260,José Mari Comas Macías,Guatemala
1261,Saturnino Simó Viana,Guatemala
1262,Cayetano Vergara Salinas,Guatemala
1263,Nuria de Vázquez,Guatemala
1264,Regina Roura Burgos,Guatemala
1265,Dimas del Carmona,Guatemala
1266,Simón Bellido Iniesta,Guatemala
1267,Lucas Vendrell,Guatemala
1268,Guiomar Pagès Casal,Guatemala
1269,Leocadia Julián Revilla,Guatemala
1270,Vanesa Vazquez,Guatemala
1271,Elisa Terrón Sanabria,Guatemala
1272,Ramona Fábregas Canet,Guatemala
1273,Ruperta Paniagua Ocaña,Guatemala
1274,Venceslás Alberola Andrés,Guatemala
1275,Plácido Raya Villalonga,Guatemala
1276,Bartolomé Bermejo Vigil,Guatemala
1277,Casemiro Marco Seco,Guatemala
1278,Primitivo Ferrández,Guatemala
1279,Azahara Sierra Ruano,Guatemala
1280,Gaspar Hernando Bellido,Guatemala
1281,Santos Saavedra Cuadrado,Guatemala
1282,Nacio Inocencio Poza Falcó,Guatemala
1283,Leyre Noriega Casas,Guatemala
1284,Lucho Comas Reig,Guatemala
1285,Custodio Rius-Alfaro,Guatemala
1286,Odalys Arcos Quintero,Guatemala
1287,Liliana Torrent Pujadas,Guatemala
1288,Úrsula Zurita Gutierrez,Guatemala
1289,Urbano del Marín,Guatemala
1290,María José de Águila,Guatemala
1291,Ángeles Ibarra Reina,Guatemala
1292,Jose Ramón Juliá Company,Guatemala
1293,Tito Martín Ruano,Guatemala
1294,Primitiva Iris Sabater Hernandez,Guatemala
1295,Julio César Polo Canet,Guatemala
1296,Ana Belén María Jesús Almazán Nogueira,Guatemala
1297,Iris Bertrán Carrasco,Guatemala
1298,Graciela de Perera,Guatemala
1299,Silvia Bellido-Soler,Guatemala
1300,Marta Barceló Quirós,Guatemala
1301,Venceslás Nicolás Vega,Guatemala
1302,Maximiliano Arco Tamayo,Guatemala
1303,Augusto Barros Carretero,Guatemala
1304,Constanza Manso Torre,Guatemala
1305,Hugo Miralles Gálvez,Guatemala
1306,Leonor Castell Corral,Guatemala
1307,Leonardo Canals Leal,Guatemala
1308,Marciano Alcolea Villalonga,Guatemala
1309,Lupita Torres,Guatemala
1310,Carlos Augusto Clemente Múgica,Guatemala
1311,Candela Rios-Daza,Guatemala
1312,Isidora Borrego,Guatemala
1313,Gastón Martínez Fabra,Guatemala
1314,Alma Feijoo-Rosselló,Guatemala
1315,Carolina Plana-Garcés,Guatemala
1316,Coral Planas Rosell,Guatemala
1317,Danilo Parra,Guatemala
1318,Amaro López Aragón,Guatemala
1319,Dimas Esteve Pedrosa,Guatemala
1320,Isaac Delgado Llorente,Guatemala
1321,Felipa del Egea,Guatemala
1322,Galo Tapia Mercader,Guatemala
1323,Severo Sanmartín Elías,Guatemala
1324,Socorro Hervia Salcedo,Guatemala
1325,Espiridión Blazquez Saavedra,Guatemala
1326,Malena Perez Frutos,Guatemala
1327,Asunción Castells Hoyos,Guatemala
1328,Faustino Ferrándiz Moraleda,Guatemala
1329,Cebrián Castell-Porcel,Guatemala
1330,María Barco,Guatemala
1331,Zoraida Conde Galán,Guatemala
1332,Felipe Renato Macías Cuadrado,Guatemala
1333,Fidel Salvador,Guatemala
1334,Amancio Casanovas Juliá,Guatemala
1335,Elpidio Onofre Canet Tejada,Guatemala
1336,Selena Téllez,Guatemala
1337,Loreto Ocaña-Lopez,Guatemala
1338,Abraham Guillermo Maestre Amorós,Guatemala
1339,Loreto del Iborra,Guatemala
1340,Tiburcio Aragón Macias,Guatemala
1341,Berta Charo Rueda Ferrera,Guatemala
1342,Febe María Ángeles Romero Silva,Guatemala
1343,Vito Segovia Vicente,Guatemala
1344,Glauco Pou,Guatemala
1345,Amanda Bilbao Lerma,Guatemala
1346,Nacio Borrego Barceló,Guatemala
1347,Ema de Bonilla,Guatemala
1348,Gloria Blanco Herrero,Guatemala
1349,Cayetano Colom Merino,Guatemala
1350,Borja Márquez Bautista,Guatemala
1351,Brígida Nebot,Guatemala
1352,Felisa Palma Santana,Guatemala
1353,Agapito Vidal Calderon,Guatemala
1354,Aurelio Seguí Palmer,Guatemala
1355,Almudena de Morell,Guatemala
1356,Darío Carlito Mínguez Díaz,Guatemala
1357,María Moreno Tejada,Guatemala
1358,Amando Camacho Carrasco,Guatemala
1359,Flavio Ariza Salamanca,Guatemala
1360,Jovita Camino Grande,Guatemala
1361,Galo de Castells,Guatemala
1362,Lidia Villanueva Lloret,Guatemala
1363,José Antonio Cuesta Gámez,Guatemala
1364,Feliciano Mesa Casares,Guatemala
1365,Bárbara Ferrera Tapia,Guatemala
1366,Alba Molins,Guatemala
1367,Gloria de Amor,Guatemala
1368,Dafne Solera,Guatemala
1369,Román Rozas-Bejarano,Guatemala
1370,Paulino del Rocamora,Guatemala
1371,Fabricio Cañete,Guatemala
1372,Jose Francisco Niño Costa,Guatemala
1373,Angelita Verónica Maestre Carrillo,Guatemala
1374,Alma Pino Llorens,Guatemala
1375,Francisco Jose Villar Rivas,Guatemala
1376,Mercedes Llamas Escamilla,Guatemala
1377,Amelia Huerta-Pedrero,Guatemala
1378,Adoración del Lumbreras,Guatemala
1379,Buenaventura Manjón Cabo,Guatemala
1380,Melisa Gárate Esteve,Guatemala
1381,Juan Francisco Arcos Comas,Guatemala
1382,Rosario del Mascaró,Guatemala
1383,Soledad Manjón-Arteaga,Guatemala
1384,Blanca Manrique Sacristán,Guatemala
1385,Ernesto Cuevas Chamorro,Guatemala
1386,Severino Rosado,Guatemala
1387,Gloria Lillo Quintanilla,Guatemala
1388,Eliana Llamas Pérez,Guatemala
1389,Eusebia Baños Caballero,Guatemala
1390,Victoriano Salcedo Ureña,Guatemala
1391,Rosaura Mireia Batalla Amador,Guatemala
1392,Genoveva Arias Solera,Guatemala
1393,Diego Solís Amo,Guatemala
1394,Joaquín Vaquero Rivero,Guatemala
1395,Begoña Gárate-Suárez,Guatemala
1396,Dionisio Núñez Otero,Guatemala
1397,Raúl Alegria-Gordillo,Guatemala
1398,Nélida Briones Guzmán,Guatemala
1399,Jose Francisco Espinosa,Guatemala
1400,Epifanio Mendoza-Bejarano,Guatemala
1401,Hector Castillo Pulido,Guatemala
1402,Gaspar Monreal Galván,Guatemala
1403,Manolo Villalobos Vega,Guatemala
1404,Danilo Sáenz,Guatemala
1405,Camila Oller Calzada,Guatemala
1406,Perla Bas Verdejo,Guatemala
1407,Rocío Quero Alvarez,Guatemala
1408,Camilo Cifuentes-Arenas,Guatemala
1409,Carlos Rojas Bustos,Guatemala
1410,Florina Gallego-Perera,Guatemala
1411,Juan José Saavedra Rios,Guatemala
1412,Cruz Ángel Mena Ponce,Guatemala
1413,Bernardino Moraleda-Ruano,Guatemala
1414,Mariana Donaire Vall,Guatemala
1415,Eliana Valderrama Llamas,Guatemala
1416,Noemí Cal Arnal,Guatemala
1417,Aurelio Garrido,Guatemala
1418,Modesto Olivera Portero,Guatemala
1419,Eusebia Carrasco,Guatemala
1420,Carmelo Jose Ramón Pedraza Donoso,Guatemala
1421,Octavia Moya Cabanillas,Guatemala
1422,Valeria Carbonell-Moles,Guatemala
1423,Eustaquio Ferrera Vélez,Guatemala
1424,Sigfrido Pinilla Barco,Guatemala
1425,Geraldo Mariano Antúnez Mateo,Guatemala
1426,Maxi Montalbán Polo,Guatemala
1427,Carla Amat Trujillo,Guatemala
1428,Amarilis Jurado Ortiz,Guatemala
1429,Toribio Pozo Palacio,Guatemala
1430,Felipe Tomas Montesinos,Guatemala
1431,Camila Marcos Torrens,Guatemala
1432,Charo Bautista Baeza,Guatemala
1433,Cruz del Valera,Guatemala
1434,Elodia Aitana Barceló Terrón,Guatemala
1435,Amílcar Armengol Hernandez,Guatemala
1436,Josué Alcázar Pablo,Guatemala
1437,Mayte Frutos España,Guatemala
1438,Geraldo Marí Goicoechea,Guatemala
1439,Manuel del Gomis,Guatemala
1440,Mercedes Arranz Castrillo,Guatemala
1441,Ester Lerma,Guatemala
1442,Vidal Atienza Tormo,Guatemala
1443,Arcelia Falcón Manuel,Guatemala
1444,Sonia de Girona,Guatemala
1445,Socorro Crespo Escamilla,Guatemala
1446,Curro del Solís,Guatemala
1447,Eduardo Molins Mateo,Guatemala
1448,Aitana Álvarez-Avilés,Guatemala
1449,Marc Bernabé Maestre Barranco,Guatemala
1450,Sofía Armengol-Asenjo,Guatemala
1451,Reyes Hernando Planas,Guatemala
1452,Ildefonso Villalobos Benavente,Guatemala
1453,Juliana Álamo Cardona,Guatemala
1454,Mar Ortega Polo,Guatemala
1455,Cayetana Salamanca Plaza,Guatemala
1456,Merche Domínguez,Guatemala
1457,Irene Royo-Sanmiguel,Guatemala
1458,Ciríaco del Benavides,Guatemala
1459,Miguela Maricruz Casal Gámez,Guatemala
1460,Micaela Jimena Gordillo Múñiz,Guatemala
1461,Chelo Lillo Amo,Guatemala
1462,María del Tomás,Guatemala
1463,Clarisa Mas Bustamante,Guatemala
1464,Lourdes Fuertes Ortiz,Guatemala
1465,Teobaldo Carbajo Costa,Guatemala
1466,Eustaquio Cárdenas Nebot,Guatemala
1467,Pastora Higueras,Guatemala
1468,Enrique León,Guatemala
1469,Luis Miguel Pedrero Ribas,Guatemala
1470,Vicente Cid Ruiz,Guatemala
1471,Visitación Barrio,Guatemala
1472,Osvaldo Amat Palacio,Guatemala
1473,Luz Agustí Pacheco,Guatemala
1474,Olalla Muro Jara,Guatemala
1475,Marina de Soria,Guatemala
1476,Sosimo Marin Velasco,Guatemala
1477,Feliciano Anguita Aragonés,Guatemala
1478,Luís Nadal Quirós,Guatemala
1479,Rosendo Parra Lucas,Guatemala
1480,Corona Jáuregui Arnal,Guatemala
1481,Maribel Guardia Sabater,Guatemala
1482,Adela Salcedo Márquez,Guatemala
1483,Santos Yáñez Cazorla,Guatemala
1484,Tecla Egea Gomis,Guatemala
1485,Jose Ignacio de Arnau,Guatemala
1486,Luz Ramón,Guatemala
1487,Rogelio del Tejada,Guatemala
1488,Belen Lorenzo Castillo,Guatemala
1489,Fortunata Asenjo Barberá,Guatemala
1490,África Niño,Guatemala
1491,Gerardo Blanca Leon,Guatemala
1492,Alicia de Álamo,Guatemala
1493,Santos Almeida-Morillo,Guatemala
1494,Manola Dominguez Juan,Guatemala
1495,Dominga Casas Manzanares,Guatemala
1496,Rita Hurtado Arnal,Guatemala
1497,Visitación Ros,Guatemala
1498,Mirta de Carrillo,Guatemala
1499,Filomena Malo Galindo,Guatemala
1500,Santos Cal-Sola,Guatemala
1501,Victorino Calleja Checa,Guatemala
1502,Flor Cepeda Rosales,Guatemala
1503,Mercedes de Aguirre,Guatemala
1504,Milagros del Cuesta,Guatemala
1505,Ramiro Torre Bilbao,Guatemala
1506,Fernando Calvet,Guatemala
1507,Gema Rey-Diaz,Guatemala
1508,Norberto Ochoa,Guatemala
1509,Pepito Castañeda Salmerón,Guatemala
1510,Francisco Graciano Carbonell Montalbán,Guatemala
1511,Apolinar Iñiguez-Alemán,Guatemala
1512,Remedios Peñalver Lorenzo,Guatemala
1513,Maricela Berenguer Piñol,Guatemala
1514,Erasmo Leonardo Sanjuan Ferrer,Guatemala
1515,Yésica Vázquez Velasco,Guatemala
1516,Alejandra Moya-Rius,Guatemala
1517,Ciriaco Fuentes Sala,Guatemala
1518,Telmo Donaire Almazán,Guatemala
1519,Gertrudis Rebollo Camino,Guatemala
1520,Sergio Tejada,Guatemala
1521,Gabino Armas Silva,Guatemala
1522,Amando Dimas Barceló Olivé,Guatemala
1523,Sabina Jordá Gallo,Guatemala
1524,Félix Noguera Uriarte,Guatemala
1525,Rosalía Barreda Donaire,Guatemala
1526,Lara Cano Tormo,Guatemala
1527,Rafa Cabeza Iglesia,Guatemala
1528,María Dolores Casanovas Trillo,Guatemala
1529,Selena Serra Gibert,Guatemala
1530,Jose Francisco Torralba Ayllón,Guatemala
1531,Maribel Maestre-Abellán,Guatemala
1532,Cecilio Moll Berrocal,Guatemala
1533,Juan Pablo Escamilla,Guatemala
1534,Virginia Ángel,Guatemala
1535,Yago Uría,Guatemala
1536,Emelina Izquierdo Alarcón,Guatemala
1537,Clarisa Falcón Sacristán,Guatemala
1538,Iris Barranco Ayuso,Guatemala
1539,Bonifacio Cámara Vilalta,Guatemala
1540,Mauricio Camacho,Guatemala
1541,Consuelo Gascón Mendizábal,Guatemala
1542,Gerónimo Portero,Guatemala
1543,Salomé Olmo Verdú,Guatemala
1544,Marcio del Talavera,Guatemala
1545,Delfina Portillo,Guatemala
1546,Patricia Jimenez Jerez,Guatemala
1547,Ascensión Giner Cervera,Guatemala
1548,Cecilio Leal Catalá,Guatemala
1549,Ale Barrena Narváez,Guatemala
1550,Iván Villar Barrera,Guatemala
1551,Tecla Cerro Ángel,Guatemala
1552,Nydia Calderon Andrés,Guatemala
1553,Diego Salazar-Martin,Guatemala
1554,Tito Amor Mayoral,Guatemala
1555,Roldán Blanes Ribas,Guatemala
1556,Custodio Aguilar,Guatemala
1557,Isidora Lledó Pulido,Guatemala
1558,Lázaro Calixto Planas Diego,Guatemala
1559,Almudena Conde Ledesma,Guatemala
1560,Manuelita Álamo Mulet,Guatemala
1561,Mohamed Montalbán Bru,Guatemala
1562,Edelmira Corral Villalobos,Guatemala
1563,Reynaldo de Priego,Guatemala
1564,Feliciana Ávila Echevarría,Guatemala
1565,Samanta Múgica Díaz,Guatemala
1566,David Renato Colom Torrens,Guatemala
1567,Rodolfo de Paredes,Guatemala
1568,Anacleto de Gaya,Guatemala
1569,Julie Rivas,Guatemala
1570,Chus Mascaró Cuervo,Guatemala
1571,Marcia Cadenas Castilla,Guatemala
1572,Lázaro Vaquero Peralta,Guatemala
1573,Maximino Cal-Samper,Guatemala
1574,Prudencia Bonilla Folch,Guatemala
1575,Rosario Ramírez Mendizábal,Guatemala
1576,Flora Chico Villena,Guatemala
1577,Remedios Carrillo-Checa,Guatemala
1578,Elías Marín,Guatemala
1579,Baudelio Roma Arroyo,Guatemala
1580,Edelmiro Urrutia Checa,Guatemala
1581,Pepita Díez Porcel,Guatemala
1582,Candelario Vilanova-Barrena,Guatemala
1583,Evaristo Almagro-Quirós,Guatemala
1584,Carmina Sanz Castro,Guatemala
1585,Maricela Felicia Lobato Madrid,Guatemala
1586,Aarón de Barrena,Guatemala
1587,Rosalina de Pardo,Guatemala
1588,Jordi de Ortuño,Guatemala
1589,Amador Valcárcel Burgos,Guatemala
1590,Hermenegildo Clavero Vergara,Guatemala
1591,Melania Nicolás,Guatemala
1592,Dafne Benítez Garcés,Guatemala
1593,Adrián Peña Fuente,Guatemala
1594,Adelardo Llorens-Aguiló,Guatemala
1595,Casemiro Real,Guatemala
1596,Teresita Gelabert Rubio,Guatemala
1597,Susanita Cervantes,Guatemala
1598,Juan José del Berrocal,Guatemala
1599,Raúl Tapia,Guatemala
1600,Cintia Lledó Reig,Guatemala
1601,Guiomar Sosa Villegas,Guatemala
1602,Ismael Crespi Serra,Guatemala
1603,José Antonio de Anguita,Guatemala
1604,Juliana Seco Carretero,Guatemala
1605,Jimena Ferrero Redondo,Guatemala
1606,Silvestre Heras Berenguer,Guatemala
1607,Eutropio Azorin-Busquets,Guatemala
1608,Lupe Mir Marquez,Guatemala
1609,Ignacia Almazán,Guatemala
1610,Mercedes Niño Girón,Guatemala
1611,Inocencio Horacio Torrens Mosquera,Guatemala
1612,Dulce Pineda Arce,Guatemala
1613,Loreto Escrivá Piquer,Guatemala
1614,Ester Pedro Robledo,Guatemala
1615,Margarita del Criado,Guatemala
1616,Amarilis Borrell,Guatemala
1617,Artemio Bauzà Matas,Guatemala
1618,Pancho Hidalgo,Guatemala
1619,Liliana Alcalde Marcos,Guatemala
1620,Lucila Trujillo-Álamo,Guatemala
1621,Cesar Alcázar Martorell,Guatemala
1622,Lope Seguí Pelayo,Guatemala
1623,Jordana Castejón Guzman,Guatemala
1624,Hilario de Villegas,Guatemala
1625,Román Castellanos,Guatemala
1626,Norberto del Pagès,Guatemala
1627,Esther Vizcaíno Teruel,Guatemala
1628,Martina Tapia Carmona,Guatemala
1629,Rodrigo Acosta Comas,Guatemala
1630,Rosalinda Gual Carro,Guatemala
1631,Olivia Torrent Mateo,Guatemala
1632,Che Piñol Hoz,Guatemala
1633,Casemiro Pedrosa Naranjo,Guatemala
1634,Ángela Llano Zaragoza,Guatemala
1635,Adrián Salmerón Garriga,Guatemala
1636,José Manuel Pozuelo Sanmiguel,Guatemala
1637,Cecilio Lladó Puerta,Guatemala
1638,Dionisio Aranda,Guatemala
1639,Narcisa Arco Peñas,Guatemala
1640,Antonia Guillén Medina,Guatemala
1641,Ramón Bastida-Aroca,Guatemala
1642,Julián del Gracia,Guatemala
1643,Haroldo Dionisio Cantero Ribera,Guatemala
1644,Paola Barreda Carvajal,Guatemala
1645,Loida Toro Figueroa,Guatemala
1646,Araceli Milla Jover,Guatemala
1647,Geraldo Roldán Calderón,Guatemala
1648,Pacífica Prieto Iriarte,Guatemala
1649,Herberto Gordillo Lasa,Guatemala
1650,Zaida del Blanco,Guatemala
1651,Santiago Lluch Verdú,Guatemala
1652,Lorenza Lerma Cáceres,Guatemala
1653,Albert Barrera-Pagès,Guatemala
1654,Paca del Casanovas,Guatemala
1655,Esmeralda Lago Rosado,Guatemala
1656,Emilia Morante-Polo,Guatemala
1657,Régulo Nadal Izaguirre,Guatemala
1658,Elvira Benitez Antúnez,Guatemala
1659,Damián Vinicio Torres Bartolomé,Guatemala
1660,Alondra Milla-Busquets,Guatemala
1661,Saturnino Barrena Urrutia,Guatemala
1662,Gisela Juárez Cabañas,Guatemala
1663,Pastora Peral-Tejero,Guatemala
1664,María Teresa Lupe Jordán Aroca,Guatemala
1665,Felisa Gárate Silva,Guatemala
1666,Flavio Neira Quesada,Guatemala
1667,Evita Vargas Bueno,Guatemala
1668,Ángeles Grau Manjón,Guatemala
1669,Melisa Jover,Guatemala
1670,Gervasio Coll Nuñez,Guatemala
1671,Nacio de Olmo,Guatemala
1672,Espiridión Solana Nebot,Guatemala
1673,Ramón Rosales Puig,Guatemala
1674,Otilia Pera Toro,Guatemala
1675,Soraya Beltran Laguna,Guatemala
1676,Amalia Guiomar Peñas Laguna,Guatemala
1677,Geraldo Casado Salas,Guatemala
1678,Cleto Casares Águila,Guatemala
1679,Teodosio Hernán Olmo Boada,Guatemala
1680,Felipa Vilar Anaya,Guatemala
1681,Soledad Valencia-Guillén,Guatemala
1682,Ana Belén Francisco Lerma,Guatemala
1683,Jose Angel Quirós-Aroca,Guatemala
1684,Florina Ruano Alberola,Guatemala
1685,Guadalupe Pedraza-Mendizábal,Guatemala
1686,Domingo de Bas,Guatemala
1687,Diana Almagro-Macías,Guatemala
1688,Angelina Villena,Guatemala
1689,Severiano Rodríguez-Rico,Guatemala
1690,Piedad Calatayud Barba,Guatemala
1691,Rufino Almeida Diaz,Guatemala
1692,Chus Soto Batalla,Guatemala
1693,Emma Coll Bilbao,Guatemala
1694,Clarisa del Bermejo,Guatemala
1695,Bárbara Hernando Soler,Guatemala
1696,Dorita del Miranda,Guatemala
1697,Nazaret del Tejada,Guatemala
1698,Fabián Perera Farré,Guatemala
1699,Ruth Clarisa Bustamante Riera,Guatemala
1700,Eulalia de Valle,Guatemala
1701,Aitana del Salamanca,Guatemala
1702,Maricruz Espada Gonzalo,Guatemala
1703,León Morante Nuñez,Guatemala
1704,David Morante Gracia,Guatemala
1705,Herminio Alberola-Espejo,Guatemala
1706,Flavio Zabaleta,Guatemala
1707,Encarnacion Mateo Nicolau,Guatemala
1708,Ciro Velázquez Bosch,Guatemala
1709,Bienvenida Cuéllar Moreno,Guatemala
1710,Dimas Iniesta Sabater,Guatemala
1711,Amanda Barrena Tomás,Guatemala
1712,Albina Pineda Jimenez,Guatemala
1713,Juan Luis Ribes Lorenzo,Guatemala
1714,Florencia Vives-Peiró,Guatemala
1715,Nidia Gonzalez Cabello,Guatemala
1716,Irene Córdoba Martí,Guatemala
1717,Seve Adadia Manzano,Guatemala
1718,Ildefonso Acosta Haro,Guatemala
1719,Marcia Cuevas Abella,Guatemala
1720,Encarnación Acedo Guardia,Guatemala
1721,Carlota del Molina,Guatemala
1722,Prudencia Verdú Fábregas,Guatemala
1723,Felicia Toledo-Garriga,Guatemala
1724,Emilio Viña Mendizábal,Guatemala
1725,Anita Sanjuan Gelabert,Guatemala
1726,Estefanía Vilar Sancho,Guatemala
1727,Luís Arnau Dominguez,Guatemala
1728,Tania Manuelita Sáenz Sevilla,Guatemala
1729,Leire Mendez Ramis,Guatemala
1730,Segismundo Velasco Piñeiro,Guatemala
1731,Luciano Rogelio Suarez Sanchez,Guatemala
1732,Chucho Soler Mayo,Guatemala
1733,Azeneth Guerra Cuenca,Guatemala
1734,Mirta Sanmartín Yáñez,Guatemala
1735,Juan Mena Giner,Guatemala
1736,Bárbara Sonia Sáez Elías,Guatemala
1737,Porfirio León Andrés Fuentes,Guatemala
1738,Gabriel Navarro,Guatemala
1739,Fabiola Belda Rosales,Guatemala
1740,Hector Segarra Verdú,Guatemala
1741,Jorge Tamayo Mármol,Guatemala
1742,Segismundo de Tudela,Guatemala
1743,Imelda Morán Aragonés,Guatemala
1744,Bernardita Abellán Armas,Guatemala
1745,Demetrio Zamora Casals,Guatemala
1746,Eufemia Carreras Quintanilla,Guatemala
1747,Felicidad Andrade-Crespo,Guatemala
1748,Balduino Puig,Guatemala
1749,Noemí Sarita Mercader Trillo,Guatemala
1750,Severiano Redondo Carretero,Guatemala
1751,Evaristo Mora Aguirre,Guatemala
1752,Feliciano Fiol-Ayllón,Guatemala
1753,Rosario Jara-Agudo,Guatemala
1754,Salomón Basilio Morata Peiró,Guatemala
1755,Aitana Duque Enríquez,Guatemala
1756,Sergio Cortes Vizcaíno,Guatemala
1757,Daniel Marin Teruel,Guatemala
1758,Amílcar Rosado Suárez,Guatemala
1759,Camila Morillo Huertas,Guatemala
1760,Chucho Folch-Amor,Guatemala
1761,Hilda Posada Carbajo,Guatemala
1762,Carlota Armengol Guijarro,Guatemala
1763,Marcela Bernat Ródenas,Guatemala
1764,Aroa Cuéllar Espejo,Guatemala
1765,Juan Luis Sureda Canales,Guatemala
1766,Carmelita Pagès,Guatemala
1767,Baudelio Pino Torrens,Guatemala
1768,Carmina Santamaria,Guatemala
1769,Ascensión Casanovas Roca,Guatemala
1770,Zaira Andres Roma,Guatemala
1771,María Dolores Matas Lobo,Guatemala
1772,Herminia Andrés Benet,Guatemala
1773,Mario Ferrera,Guatemala
1774,Rita Verdejo Madrigal,Guatemala
1775,Juana de Agustí,Guatemala
1776,Inmaculada del Carrillo,Guatemala
1777,Primitiva de Beltran,Guatemala
1778,Raquel Sarmiento Manzanares,Guatemala
1779,Isidro Bárcena Vizcaíno,Guatemala
1780,Cristian Cobo Figueroa,Guatemala
1781,Hugo Cabrero,Guatemala
1782,Xavier Osorio Soler,Guatemala
1783,Fausto Victoriano Pujadas Quintana,Guatemala
1784,Bernardita Guitart Alemán,Guatemala
1785,Concha Larrañaga Sandoval,Guatemala
1786,Feliciana de Silva,Guatemala
1787,Ana Sofía Castilla Armas,Guatemala
1788,Caridad Vázquez Castellanos,Guatemala
1789,Benigna Tur Ibañez,Guatemala
1790,Mayte Amparo Feijoo Fuente,Guatemala
1791,María Almansa Grande,Guatemala
1792,Mariano Palmer Calleja,Guatemala
1793,Guillermo Bermúdez Velasco,Guatemala
1794,Nereida Perelló,Guatemala
1795,Ángela Berrocal Fuentes,Guatemala
1796,Aránzazu Cisneros Ferrer,Guatemala
1797,Serafina Alegre Costa,Guatemala
1798,María Ángeles Bertrán Barrio,Guatemala
1799,Cornelio Marcial Guardia Palomares,Guatemala
1800,Concepción Alsina,Guatemala
1801,Consuela Salmerón-Belmonte,Guatemala
1802,Anacleto Izaguirre Bustos,Guatemala
1803,Reyes Guitart Expósito,Guatemala
1804,Quirino Rico Pelayo Pons,Guatemala
1805,Olga Iriarte Segovia,Guatemala
1806,Macario Abellán-Reguera,Guatemala
1807,María del Bou,Guatemala
1808,Albina de Riquelme,Guatemala
1809,Rogelio Lasa Torrijos,Guatemala
1810,Enrique Barberá Cobos,Guatemala
1811,Juan Antonio Lasa Arteaga,Guatemala
1812,Toni Hoyos Salvador,Guatemala
1813,Loreto Romero Barco,Guatemala
1814,Inés Colom Rey,Guatemala
1815,Heriberto Llopis Mateo,Guatemala
1816,Chelo Calzada Rosado,Guatemala
1817,Anacleto Botella,Guatemala
1818,María Espejo Mosquera,Guatemala
1819,José María Olmo,Guatemala
1820,Feliciana Taboada Feliu,Guatemala
1821,Wálter Aguilera Martinez,Guatemala
1822,Timoteo Guzman Arribas,Guatemala
1823,Carmela Cardona,Guatemala
1824,Clímaco Durán Viana,Guatemala
1825,María Carmen Folch Barrena,Guatemala
1826,Martirio Gonzalo Roura,Guatemala
1827,Baldomero Hilario Martinez Mate,Guatemala
1828,Leonor Fidela Colomer Capdevila,Guatemala
1829,Alberto Pedrosa Quiroga,Guatemala
1830,Primitivo Garriga Cerro,Guatemala
1831,Zoraida Morales Izquierdo,Guatemala
1832,Carolina Almazán,Guatemala
1833,Poncio Gomila Guerrero,Guatemala
1834,Rubén Velasco,Guatemala
1835,Bienvenida Guerrero,Guatemala
1836,Saturnina Salas Carbajo,Guatemala
1837,Paula Reyes Pallarès,Guatemala
1838,Miguela del Valero,Guatemala
1839,Plácido Juárez Ferrández,Guatemala
1840,Eva Pedraza-Carbonell,Guatemala
1841,Jenny Lupe Colomer Fajardo,Guatemala
1842,Amada Cal Montalbán,Guatemala
1843,Tecla Rios Haro,Guatemala
1844,Leire Mendoza Elorza,Guatemala
1845,Elpidio Fuster Piñol,Guatemala
1846,Miriam del Folch,Guatemala
1847,Ximena Salinas Maza,Guatemala
1848,Rosario Graciana Orozco Noriega,Guatemala
1849,Maite Carballo-Páez,Guatemala
1850,Virginia Briones Adán,Guatemala
1851,Juan Francisco Rosado-Sans,Guatemala
1852,Jaime Feijoo Prado,Guatemala
1853,Pablo Dominguez Bejarano,Guatemala
1854,Palmira de Piquer,Guatemala
1855,Iván del Luque,Guatemala
1856,Juan Borrego Bolaños,Guatemala
1857,Mauricio Roman Verdejo,Guatemala
1858,Camila Durán,Guatemala
1859,Rafaela de Company,Guatemala
1860,Edmundo Reguera,Guatemala
1861,María Del Carmen Barral Carpio,Guatemala
1862,Florentino Bautista,Guatemala
1863,Felicia Salmerón Giralt,Guatemala
1864,Fanny Vanesa Puerta Fabregat,Guatemala
1865,Marcelino Adán Perelló Botella,Guatemala
1866,Julieta Lloret-Valenciano,Guatemala
1867,Geraldo Pinto-Ribera,Guatemala
1868,Florina Carrillo Soler,Guatemala
1869,Manu Cuevas,Guatemala
1870,Concha Morán Llamas,Guatemala
1871,Edu Galván,Guatemala
1872,Américo Colom Escalona,Guatemala
1873,Gracia Lluch Echeverría,Guatemala
1874,Vilma Tamarit Andreu,Guatemala
1875,Débora Marina Mena Guillén,Guatemala
1876,Goyo Arturo Araujo Ferrández,Guatemala
1877,Aarón José Manuel Roura Sebastián,Guatemala
1878,Cristóbal Salazar Cortina,Guatemala
